item_id,location,quality,timestamp,item_count,avg_price
T4_BAG,Black Market,1,2026-05-22T22:00:00,4,3783
T4_BAG,Black Market,1,2026-05-22T23:00:00,1,4266
T4_BAG,Black Market,1,2026-05-23T00:00:00,127,4740
T4_BAG,Black Market,1,2026-05-23T01:00:00,57,4778
T4_BAG,Black Market,1,2026-05-23T02:00:00,309,4740
T4_BAG,Black Market,1,2026-05-23T03:00:00,1,2054
T4_BAG,Black Market,1,2026-05-23T04:00:00,1,3318
T4_BAG,Black Market,1,2026-05-23T05:00:00,4,4108
T4_BAG,Black Market,1,2026-05-23T06:00:00,2,3318
T4_BAG,Black Market,1,2026-05-23T07:00:00,302,4164
T4_BAG,Black Market,1,2026-05-23T08:00:00,2,2133
T4_BAG,Black Market,1,2026-05-23T09:00:00,11,3870
T4_BAG,Black Market,1,2026-05-23T11:00:00,328,4026
T4_BAG,Black Market,1,2026-05-23T12:00:00,99,4127
T4_BAG,Black Market,1,2026-05-23T13:00:00,287,3894
T4_BAG,Black Market,1,2026-05-23T14:00:00,18,4445
T4_BAG,Black Market,1,2026-05-23T15:00:00,9,4723
T4_BAG,Black Market,1,2026-05-23T16:00:00,240,4687
T4_BAG,Black Market,1,2026-05-23T17:00:00,99,4741
T4_BAG,Black Market,1,2026-05-23T18:00:00,373,4770
T4_BAG,Black Market,1,2026-05-23T19:00:00,293,4763
T4_BAG,Black Market,1,2026-05-23T20:00:00,100,4795
T4_BAG,Black Market,1,2026-05-23T21:00:00,1,1106
T4_BAG,Black Market,1,2026-05-23T22:00:00,4,4763
T4_BAG,Black Market,1,2026-05-23T23:00:00,168,4780
T4_BAG,Black Market,1,2026-05-24T00:00:00,37,4641
T4_BAG,Black Market,1,2026-05-24T01:00:00,657,3245
T4_BAG,Black Market,1,2026-05-24T03:00:00,1,3160
T4_BAG,Black Market,1,2026-05-24T16:00:00,146,4208
T4_BAG,Black Market,1,2026-05-24T17:00:00,88,4569
T4_BAG,Black Market,1,2026-05-24T18:00:00,6,3476
T4_BAG,Black Market,1,2026-05-24T19:00:00,31,4077
T4_BAG,Black Market,1,2026-05-24T20:00:00,109,4445
T4_BAG,Black Market,1,2026-05-24T21:00:00,4,2923
T4_BAG,Black Market,1,2026-05-24T22:00:00,3,4513
T4_BAG,Black Market,1,2026-05-24T23:00:00,4,3199
T4_BAG,Black Market,1,2026-05-25T00:00:00,190,4514
T4_BAG,Black Market,1,2026-05-25T01:00:00,46,4506
T4_BAG,Black Market,1,2026-05-25T02:00:00,79,4410
T4_BAG,Black Market,1,2026-05-25T04:00:00,11,4282
T4_BAG,Black Market,1,2026-05-25T05:00:00,68,4294
T4_BAG,Black Market,1,2026-05-25T07:00:00,108,4278
T4_BAG,Black Market,1,2026-05-25T08:00:00,2,3002
T4_BAG,Black Market,1,2026-05-25T09:00:00,48,4289
T4_BAG,Black Market,1,2026-05-25T10:00:00,1,3950
T4_BAG,Black Market,1,2026-05-25T11:00:00,33,4278
T4_BAG,Black Market,1,2026-05-25T12:00:00,175,4155
T4_BAG,Black Market,1,2026-05-25T13:00:00,43,4168
T4_BAG,Black Market,1,2026-05-25T14:00:00,6,4123
T4_BAG,Black Market,1,2026-05-25T15:00:00,208,4113
T4_BAG,Black Market,1,2026-05-25T16:00:00,76,4224
T4_BAG,Black Market,1,2026-05-25T17:00:00,127,4279
T4_BAG,Black Market,1,2026-05-25T18:00:00,445,4285
T4_BAG,Black Market,1,2026-05-25T19:00:00,1,948
T4_BAG,Black Market,1,2026-05-25T20:00:00,356,4284
T4_BAG,Black Market,1,2026-05-25T21:00:00,81,4129
T4_BAG,Black Market,1,2026-05-25T22:00:00,126,4289
T4_BAG,Black Market,1,2026-05-25T23:00:00,2,2528
T4_BAG,Black Market,1,2026-05-26T00:00:00,212,4270
T4_BAG,Black Market,2,2026-05-19T23:00:00,199,4379
T4_BAG,Black Market,2,2026-05-20T00:00:00,159,4453
T4_BAG,Black Market,2,2026-05-20T01:00:00,95,4355
T4_BAG,Black Market,2,2026-05-20T02:00:00,226,4448
T4_BAG,Black Market,2,2026-05-20T03:00:00,124,4462
T4_BAG,Black Market,2,2026-05-20T04:00:00,18,4424
T4_BAG,Black Market,2,2026-05-20T05:00:00,11,4383
T4_BAG,Black Market,2,2026-05-20T06:00:00,234,4466
T4_BAG,Black Market,2,2026-05-20T07:00:00,95,4448
T4_BAG,Black Market,2,2026-05-20T08:00:00,118,4561
T4_BAG,Black Market,2,2026-05-20T09:00:00,137,4121
T4_BAG,Black Market,2,2026-05-20T10:00:00,18,3967
T4_BAG,Black Market,2,2026-05-20T11:00:00,84,4550
T4_BAG,Black Market,2,2026-05-20T12:00:00,154,4782
T4_BAG,Black Market,2,2026-05-20T13:00:00,13,4808
T4_BAG,Black Market,2,2026-05-20T14:00:00,118,4203
T4_BAG,Black Market,2,2026-05-20T15:00:00,16,4232
T4_BAG,Black Market,2,2026-05-20T16:00:00,523,4828
T4_BAG,Black Market,2,2026-05-20T17:00:00,147,4253
T4_BAG,Black Market,2,2026-05-20T18:00:00,41,4898
T4_BAG,Black Market,2,2026-05-20T19:00:00,72,4898
T4_BAG,Black Market,2,2026-05-20T20:00:00,15,4655
T4_BAG,Black Market,2,2026-05-20T21:00:00,188,4940
T4_BAG,Black Market,2,2026-05-20T22:00:00,77,4883
T4_BAG,Black Market,2,2026-05-20T23:00:00,291,4850
T4_BAG,Black Market,2,2026-05-21T00:00:00,83,4161
T4_BAG,Black Market,2,2026-05-21T01:00:00,2,4266
T4_BAG,Black Market,2,2026-05-21T02:00:00,8,5085
T4_BAG,Black Market,2,2026-05-21T03:00:00,59,5113
T4_BAG,Black Market,2,2026-05-21T04:00:00,49,5124
T4_BAG,Black Market,2,2026-05-21T05:00:00,67,5344
T4_BAG,Black Market,2,2026-05-21T06:00:00,208,5347
T4_BAG,Black Market,2,2026-05-21T07:00:00,3,3686
T4_BAG,Black Market,2,2026-05-21T08:00:00,397,5399
T4_BAG,Black Market,2,2026-05-21T09:00:00,10,3002
T4_BAG,Black Market,2,2026-05-21T10:00:00,100,5390
T4_BAG,Black Market,2,2026-05-21T11:00:00,80,5335
T4_BAG,Black Market,2,2026-05-21T12:00:00,59,5205
T4_BAG,Black Market,2,2026-05-21T13:00:00,377,5363
T4_BAG,Black Market,2,2026-05-21T14:00:00,120,5325
T4_BAG,Black Market,2,2026-05-21T15:00:00,162,3948
T4_BAG,Black Market,2,2026-05-21T16:00:00,159,5334
T4_BAG,Black Market,2,2026-05-21T17:00:00,94,4546
T4_BAG,Black Market,2,2026-05-21T18:00:00,252,5385
T4_BAG,Black Market,2,2026-05-21T19:00:00,301,5368
T4_BAG,Black Market,2,2026-05-21T20:00:00,536,5429
T4_BAG,Black Market,2,2026-05-21T21:00:00,170,5379
T4_BAG,Black Market,2,2026-05-21T22:00:00,428,5441
T4_BAG,Black Market,2,2026-05-21T23:00:00,19,5410
T4_BAG,Black Market,2,2026-05-22T00:00:00,422,5384
T4_BAG,Black Market,2,2026-05-22T01:00:00,214,3871
T4_BAG,Black Market,2,2026-05-22T03:00:00,3,3002
T4_BAG,Black Market,2,2026-05-22T04:00:00,141,3952
T4_BAG,Black Market,2,2026-05-22T05:00:00,165,4960
T4_BAG,Black Market,2,2026-05-22T06:00:00,203,3942
T4_BAG,Black Market,2,2026-05-22T07:00:00,58,4000
T4_BAG,Black Market,2,2026-05-22T08:00:00,445,3863
T4_BAG,Black Market,2,2026-05-22T09:00:00,240,3830
T4_BAG,Black Market,2,2026-05-22T10:00:00,103,3153
T4_BAG,Black Market,2,2026-05-22T11:00:00,252,3668
T4_BAG,Black Market,2,2026-05-22T12:00:00,401,3668
T4_BAG,Black Market,2,2026-05-22T13:00:00,600,3653
T4_BAG,Black Market,2,2026-05-22T14:00:00,332,3684
T4_BAG,Black Market,2,2026-05-22T15:00:00,171,3660
T4_BAG,Black Market,2,2026-05-22T16:00:00,89,3663
T4_BAG,Black Market,2,2026-05-22T17:00:00,383,3700
T4_BAG,Black Market,2,2026-05-22T18:00:00,497,3993
T4_BAG,Black Market,2,2026-05-22T19:00:00,517,3979
T4_BAG,Black Market,2,2026-05-22T20:00:00,147,3987
T4_BAG,Black Market,2,2026-05-22T21:00:00,141,4357
T4_BAG,Black Market,2,2026-05-22T22:00:00,653,4587
T4_BAG,Black Market,2,2026-05-22T23:00:00,2,2844
T4_BAG,Black Market,2,2026-05-23T00:00:00,216,4740
T4_BAG,Black Market,2,2026-05-23T01:00:00,159,4729
T4_BAG,Black Market,2,2026-05-23T02:00:00,167,4582
T4_BAG,Black Market,2,2026-05-23T03:00:00,110,4083
T4_BAG,Black Market,2,2026-05-23T05:00:00,589,4122
T4_BAG,Black Market,2,2026-05-23T06:00:00,2,2370
T4_BAG,Black Market,2,2026-05-23T07:00:00,288,4083
T4_BAG,Black Market,2,2026-05-23T08:00:00,153,4080
T4_BAG,Black Market,2,2026-05-23T09:00:00,579,4144
T4_BAG,Black Market,2,2026-05-23T10:00:00,18,4072
T4_BAG,Black Market,2,2026-05-23T11:00:00,204,4121
T4_BAG,Black Market,2,2026-05-23T12:00:00,371,4150
T4_BAG,Black Market,2,2026-05-23T13:00:00,442,4221
T4_BAG,Black Market,2,2026-05-23T14:00:00,21,4526
T4_BAG,Black Market,2,2026-05-23T15:00:00,560,4637
T4_BAG,Black Market,2,2026-05-23T16:00:00,417,4797
T4_BAG,Black Market,2,2026-05-23T17:00:00,6,3897
T4_BAG,Black Market,2,2026-05-23T18:00:00,65,4772
T4_BAG,Black Market,2,2026-05-23T19:00:00,51,4689
T4_BAG,Black Market,2,2026-05-23T20:00:00,63,4720
T4_BAG,Black Market,2,2026-05-23T21:00:00,10,4231
T4_BAG,Black Market,2,2026-05-23T22:00:00,354,4787
T4_BAG,Black Market,2,2026-05-23T23:00:00,298,4779
T4_BAG,Black Market,2,2026-05-24T00:00:00,66,4753
T4_BAG,Black Market,2,2026-05-24T01:00:00,187,4618
T4_BAG,Black Market,2,2026-05-24T02:00:00,19,2860
T4_BAG,Black Market,2,2026-05-24T03:00:00,3,3476
T4_BAG,Black Market,2,2026-05-24T04:00:00,8,3476
T4_BAG,Black Market,2,2026-05-24T05:00:00,5,3885
T4_BAG,Black Market,2,2026-05-24T06:00:00,247,4743
T4_BAG,Black Market,2,2026-05-24T07:00:00,529,4750
T4_BAG,Black Market,2,2026-05-24T08:00:00,196,4748
T4_BAG,Black Market,2,2026-05-24T09:00:00,177,4720
T4_BAG,Black Market,2,2026-05-24T10:00:00,124,4552
T4_BAG,Black Market,2,2026-05-24T11:00:00,201,4561
T4_BAG,Black Market,2,2026-05-24T12:00:00,234,4046
T4_BAG,Black Market,2,2026-05-24T13:00:00,4,3634
T4_BAG,Black Market,2,2026-05-24T14:00:00,416,4274
T4_BAG,Black Market,2,2026-05-24T15:00:00,4,3713
T4_BAG,Black Market,2,2026-05-24T16:00:00,396,4538
T4_BAG,Black Market,2,2026-05-24T17:00:00,588,4573
T4_BAG,Black Market,2,2026-05-24T18:00:00,201,4514
T4_BAG,Black Market,2,2026-05-24T19:00:00,463,4559
T4_BAG,Black Market,2,2026-05-24T20:00:00,622,4519
T4_BAG,Black Market,2,2026-05-24T21:00:00,182,4424
T4_BAG,Black Market,2,2026-05-24T22:00:00,512,4558
T4_BAG,Black Market,2,2026-05-24T23:00:00,152,4066
T4_BAG,Black Market,2,2026-05-25T00:00:00,31,4150
T4_BAG,Black Market,2,2026-05-25T01:00:00,149,4498
T4_BAG,Black Market,2,2026-05-25T02:00:00,328,4390
T4_BAG,Black Market,2,2026-05-25T03:00:00,2,3160
T4_BAG,Black Market,2,2026-05-25T04:00:00,70,4292
T4_BAG,Black Market,2,2026-05-25T05:00:00,67,4274
T4_BAG,Black Market,2,2026-05-25T06:00:00,50,4250
T4_BAG,Black Market,2,2026-05-25T07:00:00,212,4104
T4_BAG,Black Market,2,2026-05-25T08:00:00,29,4285
T4_BAG,Black Market,2,2026-05-25T09:00:00,110,4264
T4_BAG,Black Market,2,2026-05-25T10:00:00,3,4276
T4_BAG,Black Market,2,2026-05-25T11:00:00,344,4292
T4_BAG,Black Market,2,2026-05-25T12:00:00,119,4129
T4_BAG,Black Market,2,2026-05-25T13:00:00,161,4160
T4_BAG,Black Market,2,2026-05-25T14:00:00,25,4126
T4_BAG,Black Market,2,2026-05-25T15:00:00,87,4072
T4_BAG,Black Market,2,2026-05-25T16:00:00,100,4146
T4_BAG,Black Market,2,2026-05-25T17:00:00,280,4268
T4_BAG,Black Market,2,2026-05-25T18:00:00,229,4270
T4_BAG,Black Market,2,2026-05-25T19:00:00,34,4240
T4_BAG,Black Market,2,2026-05-25T20:00:00,307,4284
T4_BAG,Black Market,2,2026-05-25T21:00:00,25,4135
T4_BAG,Black Market,2,2026-05-25T22:00:00,369,4292
T4_BAG,Black Market,2,2026-05-25T23:00:00,156,4288
T4_BAG,Black Market,2,2026-05-26T00:00:00,24,4050
T4_BAG,Black Market,3,2026-05-19T23:00:00,31,4387
T4_BAG,Black Market,3,2026-05-20T00:00:00,2,4424
T4_BAG,Black Market,3,2026-05-20T01:00:00,10,4451
T4_BAG,Black Market,3,2026-05-20T02:00:00,31,4444
T4_BAG,Black Market,3,2026-05-20T03:00:00,13,4469
T4_BAG,Black Market,3,2026-05-20T05:00:00,10,4457
T4_BAG,Black Market,3,2026-05-20T06:00:00,32,4468
T4_BAG,Black Market,3,2026-05-20T07:00:00,24,4502
T4_BAG,Black Market,3,2026-05-20T08:00:00,34,4560
T4_BAG,Black Market,3,2026-05-20T09:00:00,6,4590
T4_BAG,Black Market,3,2026-05-20T11:00:00,148,4769
T4_BAG,Black Market,3,2026-05-20T12:00:00,225,4796
T4_BAG,Black Market,3,2026-05-20T13:00:00,394,4817
T4_BAG,Black Market,3,2026-05-20T14:00:00,429,4804
T4_BAG,Black Market,3,2026-05-20T15:00:00,32,4662
T4_BAG,Black Market,3,2026-05-20T16:00:00,51,4758
T4_BAG,Black Market,3,2026-05-20T17:00:00,85,4788
T4_BAG,Black Market,3,2026-05-20T18:00:00,17,4760
T4_BAG,Black Market,3,2026-05-20T19:00:00,215,4909
T4_BAG,Black Market,3,2026-05-20T20:00:00,2,4898
T4_BAG,Black Market,3,2026-05-20T21:00:00,251,4971
T4_BAG,Black Market,3,2026-05-20T22:00:00,48,4986
T4_BAG,Black Market,3,2026-05-20T23:00:00,87,4983
T4_BAG,Black Market,3,2026-05-21T00:00:00,34,5054
T4_BAG,Black Market,3,2026-05-21T02:00:00,67,4678
T4_BAG,Black Market,3,2026-05-21T03:00:00,10,5138
T4_BAG,Black Market,3,2026-05-21T04:00:00,139,5149
T4_BAG,Black Market,3,2026-05-21T05:00:00,5,5260
T4_BAG,Black Market,3,2026-05-21T06:00:00,12,5690
T4_BAG,Black Market,3,2026-05-21T07:00:00,4,5688
T4_BAG,Black Market,3,2026-05-21T08:00:00,4,5609
T4_BAG,Black Market,3,2026-05-21T11:00:00,33,5453
T4_BAG,Black Market,3,2026-05-21T13:00:00,39,5478
T4_BAG,Black Market,3,2026-05-21T14:00:00,9,5652
T4_BAG,Black Market,3,2026-05-21T15:00:00,33,5669
T4_BAG,Black Market,3,2026-05-21T16:00:00,4,4779
T4_BAG,Black Market,3,2026-05-21T17:00:00,45,4814
T4_BAG,Black Market,3,2026-05-21T18:00:00,26,5695
T4_BAG,Black Market,3,2026-05-21T19:00:00,34,5695
T4_BAG,Black Market,3,2026-05-21T21:00:00,34,5673
T4_BAG,Black Market,3,2026-05-21T23:00:00,16,5530
T4_BAG,Black Market,3,2026-05-22T01:00:00,10,5688
T4_BAG,Black Market,3,2026-05-22T02:00:00,1,5688
T4_BAG,Black Market,3,2026-05-22T04:00:00,1,5688
T4_BAG,Black Market,3,2026-05-22T05:00:00,5,5688
T4_BAG,Black Market,3,2026-05-22T06:00:00,31,5688
T4_BAG,Black Market,3,2026-05-22T07:00:00,203,3981
T4_BAG,Black Market,3,2026-05-22T08:00:00,4,5689
T4_BAG,Black Market,3,2026-05-22T09:00:00,30,5693
T4_BAG,Black Market,3,2026-05-22T10:00:00,3,5688
T4_BAG,Black Market,3,2026-05-22T11:00:00,12,4070
T4_BAG,Black Market,3,2026-05-22T12:00:00,37,3930
T4_BAG,Black Market,3,2026-05-22T13:00:00,7,4071
T4_BAG,Black Market,3,2026-05-22T14:00:00,27,3960
T4_BAG,Black Market,3,2026-05-22T15:00:00,21,4065
T4_BAG,Black Market,3,2026-05-22T16:00:00,26,4059
T4_BAG,Black Market,3,2026-05-22T17:00:00,29,4083
T4_BAG,Black Market,3,2026-05-22T18:00:00,21,4072
T4_BAG,Black Market,3,2026-05-22T19:00:00,34,4057
T4_BAG,Black Market,3,2026-05-22T20:00:00,324,4098
T4_BAG,Black Market,3,2026-05-22T21:00:00,169,4109
T4_BAG,Black Market,3,2026-05-22T22:00:00,32,5560
T4_BAG,Black Market,3,2026-05-22T23:00:00,4,4989
T4_BAG,Black Market,3,2026-05-23T00:00:00,31,4919
T4_BAG,Black Market,3,2026-05-23T02:00:00,4,4971
T4_BAG,Black Market,3,2026-05-23T03:00:00,4,4996
T4_BAG,Black Market,3,2026-05-23T04:00:00,7,4967
T4_BAG,Black Market,3,2026-05-23T05:00:00,41,4784
T4_BAG,Black Market,3,2026-05-23T07:00:00,71,3964
T4_BAG,Black Market,3,2026-05-23T08:00:00,18,4986
T4_BAG,Black Market,3,2026-05-23T09:00:00,18,4981
T4_BAG,Black Market,3,2026-05-23T10:00:00,30,4916
T4_BAG,Black Market,3,2026-05-23T11:00:00,2,4661
T4_BAG,Black Market,3,2026-05-23T12:00:00,15,4905
T4_BAG,Black Market,3,2026-05-23T13:00:00,40,4953
T4_BAG,Black Market,3,2026-05-23T14:00:00,4,4986
T4_BAG,Black Market,3,2026-05-23T15:00:00,45,4988
T4_BAG,Black Market,3,2026-05-23T16:00:00,27,3909
T4_BAG,Black Market,3,2026-05-23T18:00:00,69,4777
T4_BAG,Black Market,3,2026-05-23T19:00:00,274,4797
T4_BAG,Black Market,3,2026-05-23T20:00:00,467,4796
T4_BAG,Black Market,3,2026-05-23T21:00:00,8,4717
T4_BAG,Black Market,3,2026-05-23T22:00:00,33,4796
T4_BAG,Black Market,3,2026-05-23T23:00:00,3,4791
T4_BAG,Black Market,3,2026-05-24T00:00:00,16,4775
T4_BAG,Black Market,3,2026-05-24T09:00:00,32,4705
T4_BAG,Black Market,3,2026-05-24T11:00:00,11,4666
T4_BAG,Black Market,3,2026-05-24T12:00:00,39,4771
T4_BAG,Black Market,3,2026-05-24T13:00:00,32,4182
T4_BAG,Black Market,3,2026-05-24T14:00:00,33,4483
T4_BAG,Black Market,3,2026-05-24T15:00:00,33,4740
T4_BAG,Black Market,3,2026-05-24T16:00:00,34,4759
T4_BAG,Black Market,3,2026-05-24T17:00:00,10,3318
T4_BAG,Black Market,3,2026-05-24T18:00:00,33,4718
T4_BAG,Black Market,3,2026-05-24T19:00:00,6,4029
T4_BAG,Black Market,3,2026-05-24T20:00:00,21,4745
T4_BAG,Black Market,3,2026-05-24T21:00:00,32,4743
T4_BAG,Black Market,3,2026-05-24T22:00:00,35,4700
T4_BAG,Black Market,3,2026-05-24T23:00:00,2,1580
T4_BAG,Black Market,3,2026-05-25T00:00:00,3,3423
T4_BAG,Black Market,3,2026-05-25T01:00:00,32,4586
T4_BAG,Black Market,3,2026-05-25T02:00:00,32,1352
T4_BAG,Black Market,3,2026-05-25T03:00:00,1,1422
T4_BAG,Black Market,3,2026-05-25T04:00:00,53,4228
T4_BAG,Black Market,3,2026-05-25T05:00:00,351,4299
T4_BAG,Black Market,3,2026-05-25T06:00:00,11,4274
T4_BAG,Black Market,3,2026-05-25T07:00:00,209,4285
T4_BAG,Black Market,3,2026-05-25T08:00:00,178,4286
T4_BAG,Black Market,3,2026-05-25T09:00:00,322,4294
T4_BAG,Black Market,3,2026-05-25T10:00:00,71,4298
T4_BAG,Black Market,3,2026-05-25T11:00:00,370,4235
T4_BAG,Black Market,3,2026-05-25T12:00:00,106,4156
T4_BAG,Black Market,3,2026-05-25T13:00:00,109,4198
T4_BAG,Black Market,3,2026-05-25T14:00:00,600,4199
T4_BAG,Black Market,3,2026-05-25T15:00:00,31,4170
T4_BAG,Black Market,3,2026-05-25T16:00:00,464,4199
T4_BAG,Black Market,3,2026-05-25T17:00:00,112,3348
T4_BAG,Black Market,3,2026-05-25T18:00:00,33,4266
T4_BAG,Black Market,3,2026-05-25T19:00:00,26,4237
T4_BAG,Black Market,3,2026-05-25T20:00:00,158,4277
T4_BAG,Black Market,3,2026-05-25T21:00:00,176,4267
T4_BAG,Black Market,3,2026-05-25T22:00:00,13,4287
T4_BAG,Black Market,3,2026-05-25T23:00:00,34,4285
T4_BAG,Black Market,3,2026-05-26T00:00:00,40,4289
T4_BAG,Brecilien,1,2026-05-19T23:00:00,41,2546
T4_BAG,Brecilien,1,2026-05-20T00:00:00,18,2324
T4_BAG,Brecilien,1,2026-05-20T01:00:00,10,2640
T4_BAG,Brecilien,1,2026-05-20T02:00:00,11,2411
T4_BAG,Brecilien,1,2026-05-20T03:00:00,15,2547
T4_BAG,Brecilien,1,2026-05-20T04:00:00,16,2467
T4_BAG,Brecilien,1,2026-05-20T05:00:00,14,2520
T4_BAG,Brecilien,1,2026-05-20T06:00:00,16,2351
T4_BAG,Brecilien,1,2026-05-20T07:00:00,47,2576
T4_BAG,Brecilien,1,2026-05-20T08:00:00,22,2364
T4_BAG,Brecilien,1,2026-05-20T09:00:00,23,2414
T4_BAG,Brecilien,1,2026-05-20T10:00:00,33,2485
T4_BAG,Brecilien,1,2026-05-20T11:00:00,59,2361
T4_BAG,Brecilien,1,2026-05-20T12:00:00,89,2333
T4_BAG,Brecilien,1,2026-05-20T13:00:00,80,2418
T4_BAG,Brecilien,1,2026-05-20T14:00:00,106,2511
T4_BAG,Brecilien,1,2026-05-20T15:00:00,107,2338
T4_BAG,Brecilien,1,2026-05-20T16:00:00,86,2360
T4_BAG,Brecilien,1,2026-05-20T17:00:00,43,2100
T4_BAG,Brecilien,1,2026-05-20T18:00:00,75,2346
T4_BAG,Brecilien,1,2026-05-20T19:00:00,79,2397
T4_BAG,Brecilien,1,2026-05-20T20:00:00,56,2080
T4_BAG,Brecilien,1,2026-05-20T21:00:00,30,2234
T4_BAG,Brecilien,1,2026-05-20T22:00:00,37,2341
T4_BAG,Brecilien,1,2026-05-20T23:00:00,26,2311
T4_BAG,Brecilien,1,2026-05-21T00:00:00,17,2305
T4_BAG,Brecilien,1,2026-05-21T01:00:00,10,2262
T4_BAG,Brecilien,1,2026-05-21T02:00:00,9,2118
T4_BAG,Brecilien,1,2026-05-21T03:00:00,8,1845
T4_BAG,Brecilien,1,2026-05-21T04:00:00,10,2021
T4_BAG,Brecilien,1,2026-05-21T05:00:00,9,2075
T4_BAG,Brecilien,1,2026-05-21T06:00:00,10,2022
T4_BAG,Brecilien,1,2026-05-21T07:00:00,17,2174
T4_BAG,Brecilien,1,2026-05-21T08:00:00,34,2384
T4_BAG,Brecilien,1,2026-05-21T09:00:00,32,2346
T4_BAG,Brecilien,1,2026-05-21T10:00:00,29,2394
T4_BAG,Brecilien,1,2026-05-21T11:00:00,39,2158
T4_BAG,Brecilien,1,2026-05-21T12:00:00,55,2277
T4_BAG,Brecilien,1,2026-05-21T13:00:00,47,2061
